rank,dead,online,name,level,class,id,experience,account,challenges,twitch,ladder
1374,FALSE,FALSE,Byro_Awakening,98,Gladiator,bf67666be21105c3818c83de2a8fde82a3360d46d51b41b63b92961da97804c1,3874077463,Byro_Ackerman,30,null,Harbinger
1374,FALSE,FALSE,piububuhpants,87,Necromancer,e19f155b2c9f3ee0bb8e4c8dcd0a2cfc5fc1d6c34446f21772e2ddbba491f4ef,1639796415,Zulukingz13,23,null,SSF Harbinger HC
1375,FALSE,FALSE,Randikules,91,Gladiator,06630110c1521c5899d4b28b9be5c40a71f7611cebb16c6f3a8c5985a783bfe8,2100552747,rndMSnPz,25,rndmsnperino,SSF Harbinger
1375,FALSE,FALSE,OSRSHCIronmanBtw,87,Trickster,0d06e894dea1e5a69f24e8c74eb7e04bd66a8731940931b1b2663e95c7101a3b,1637640878,Pelltax,12,null,SSF Harbinger HC
1375,FALSE,FALSE,HellionThree,95,Champion,7f17d2ad724dd390e88fa6afaba4475d09ebac6085a3c0c19a380b8d9c2cb71e,2915308046,VincentCollins,11,null,Hardcore Harbinger
1375,FALSE,FALSE,Jaystone,98,Necromancer,89196b262d7a49ff8d0adccedac1c4b03442f496f1965ed41b9af982a1d4a86d,3872389324,Jaymethiel,36,jaymethiel,Harbinger
1376,TRUE,FALSE,Wethouse_KB,95,Deadeye,0b6381bd6ec29d2a295461032bec99af038a3e1289915bd5f0368579460aa164,2915087154,Whiteducky,27,wethouse,Hardcore Harbinger
1376,FALSE,FALSE,SirSadwank,98,Berserker,1208f35aa6fb93cab43404592712ec7c47c43e8fb9406f248fa82bab3d52a0ea,3868639377,Ta1thxoxo,25,taithy,Harbinger
1376,FALSE,FALSE,FireGodCake,91,Necromancer,39265429c756e6fc7c5daeeccf28abbd99ff9f10399d92d5db684acab2169dd3,2100529958,jikolpmu,22,null,SSF Harbinger
1376,TRUE,FALSE,bit_champ_frostblades,87,Champion,d6c61950c71e400939b80c8dc2abd46e241efcbbc41e6db70598e0f325996477,1633170096,bitwrench,22,bitwrench,SSF Harbinger HC
1377,FALSE,FALSE,banananaaaa,95,Necromancer,e072a305dc4dcfbf5e1d555f90da9ff2d60aabd634a511fdff8bf406c3fbb106,2914837804,Dezze,21,null,Hardcore Harbinger
1377,FALSE,FALSE,EthicalThrow,87,Raider,ec2fd6f7a5e19df0e6069c4f32d8c9412283ed75bbb74a125cfe5623571ac6b2,1633129307,Sandmango,19,sandmango,SSF Harbinger HC
1377,FALSE,FALSE,Gastop,91,Raider,f714d7d946bf14aecfbb1860c29a8b7f8ccb71d92c2dcb076d830de8147ca3da,2100511738,gastank,27,gastank3,SSF Harbinger
1377,FALSE,FALSE,PeparuHH,98,Pathfinder,f7401caa88c41839e3ffc8d0b2343aa4003902869832f4b0a448693174d18fe1,3867248710,peparu,36,null,Harbinger
1378,FALSE,FALSE,Terrisleetix,91,Raider,4d4eb4db57ec38e66c839a71b743616e20c98b0ca92d47adb8c3dc1afc6ee5c0,2100470818,st0nef1st,27,null,SSF Harbinger
1378,TRUE,FALSE,Lazermeme,87,Juggernaut,560e5fef7fd1f3531cb484647cfa707fd625789224778550a5656ec6fe4932a5,1633102650,Lazermon,25,null,SSF Harbinger HC
1378,FALSE,FALSE,CinoCo,98,Slayer,aa642bf4682ec2a178e3fe5e0dd5cf754f2af24e2b3c86b2a03614295b082136,3867073606,Minoo,23,null,Harbinger
1378,TRUE,FALSE,Jean_Luc_Cleave_Jorma,95,Gladiator,ee3bdbe707436b262d38967528e86ee9ca34d9e9256da872f6701a01d5f97578,2913815847,Dahrak,36,dahrak,Hardcore Harbinger
1379,TRUE,FALSE,KaptajnSkibberBent,95,Berserker,392725c13091daffec7628aa7670037714456d4b6fe4ac069f5248694b2dcd39,2913471382,Nordsmark,26,nordsmark,Hardcore Harbinger
1379,FALSE,FALSE,huohhoo,98,Pathfinder,411cd5b90584a11b404e5ce9d034514db50f108c2fcf067ab096e3d256090314,3863548641,GuBiggu,37,null,Harbinger
1379,TRUE,FALSE,Liniel,87,Necromancer,4bf98aa6624d744d224e0fd8e67e196188aa034a3e21a03b60c26c7a69328733,1632943742,Deemzul,19,null,SSF Harbinger HC
1379,FALSE,FALSE,MehiSummResidentSleeper,91,Necromancer,ee740bf008b83582efff53afa0401d995f35d569ae7f9b368ef65cf4f5434100,2100462862,Itzjustmehi,25,itzjustmeh,SSF Harbinger
1380,FALSE,FALSE,DnariaTotemsSlapBro,87,Chieftain,26bcbe7c367b78f239fe25142ebfab4a6361981144c877bd8a561f8583de4ac5,1632127409,Dnaria,20,null,SSF Harbinger HC
1380,FALSE,TRUE,_Bloodshot_,98,Pathfinder,6d8d8baddf6a2af0a92e4d1e95d44f3971d3fba72e05f9027e9aa7de74e4ff32,3861858171,HybridBC,40,hybridbc,Harbinger
1380,FALSE,FALSE,volatilefucks,95,Necromancer,71a805bc1979df4c340ea8baa5f429d2b3ca18fc5187c51cb486a0af9924d4f8,2913178058,keeib,28,keeib,Hardcore Harbinger
1380,FALSE,FALSE,LaughingManCZ_icespear,91,Ascendant,d3c70902122de81f2a63723598c2d908f38daf3d1186e35cb574a1c984a923f8,2100385179,LaughingManCZ,29,null,SSF Harbinger
1381,TRUE,FALSE,WickerWitchy,87,Necromancer,3399be16a074cdab285a6926238bfe260f0941d95ca01807fe848b701223cbef,1631749623,NoSkillzAllKillz,40,null,SSF Harbinger HC
1381,FALSE,FALSE,Era_testera,91,Gladiator,40dc16023da6dd7949cce3d2f41884fb8097df3cffe0f799eab04ee45c0884f3,2100375067,Erajin,36,erajin,SSF Harbinger
1381,FALSE,FALSE,IssEis,95,Berserker,90e71327c548d4594a249420573985c5085be0d47ffe8094344caacbe3020988,2913097954,inDane,40,kennydr,Hardcore Harbinger
1381,FALSE,FALSE,BlastingBombastic,98,Ascendant,cf8de7b2e63ebb85e5373e6d3cc3ef1a5fa5ae39f3dfff63ece7f9a0e9f5b94c,3861603230,Tahreyn,40,tahreyn,Harbinger
1382,FALSE,FALSE,LordJeebus,91,Chieftain,090462f7623886394b9b0a5e7ee41a05766702bf2289adced94bbe0046e9221a,2100258361,CaptainFacepalm,30,null,SSF Harbinger
1382,FALSE,FALSE,PissMaker,98,Pathfinder,3ec35f477f2e3fa91e8cfb2d909d49af76c1d4536ccdeae9926edcf55f9ab99b,3859961990,pyxis14,40,null,Harbinger
1382,TRUE,FALSE,Tempo,95,Guardian,53dbbf2b4ed15126b2f14b8efa4554e128a8a86671386898cd5eea37adbff95e,2912848678,Cung89,36,cung1989,Hardcore Harbinger
1382,FALSE,FALSE,LetsGo_Champ,87,Champion,6f70e80301541e875bc9af4351c36178400ed67663019faf497195c689e2f9aa,1630917734,Svastik,24,thesvastik,SSF Harbinger HC
1383,FALSE,FALSE,SSFVieme,91,Gladiator,40e07beb0b861b0ca5a229236915e95a476530844a2c46d5756a37cde7416daf,2100236710,tehMaddy,26,null,SSF Harbinger
1383,FALSE,FALSE,HarbinerOfLulz,98,Raider,5107306bb36dc0ec09134046af13f170c973a65930030f048f4537577021af0c,3859470105,maydie37russ,40,ontop13,Harbinger
1383,TRUE,FALSE,Grauxon,87,Hierophant,5cdb62e1433b2b4e15159a9ef36c2c740fe1c0752c0bc644522fb88f73831fc8,1630901192,Glenoidalis,39,null,SSF Harbinger HC
1383,TRUE,FALSE,SanyaIsBack,95,Berserker,f1a3a3acbbf5b7a56cb88526f728390e3a9c66ccd7b896c67d251cbd7bd5ec08,2912830357,DotMan!,33,null,Hardcore Harbinger
1384,FALSE,FALSE,bulknnec,87,Necromancer,0ccadbc0a771ee8027feaee90b0e81051efb762e3e8ef8b3ddfb88e5e0aec34f,1630840892,bulkn,18,null,SSF Harbinger HC
1384,FALSE,FALSE,Lykatruc,91,Berserker,af9b90d24f0e48edd24983cb8bea1615c49467fa648fbc9ef3cae9111e9a89b6,2100128696,Ashtray_Lake,27,null,SSF Harbinger
1384,TRUE,FALSE,Skidx,95,Pathfinder,bffade0e49fcd5a1c73c055d960451ddda211e4c5cd47c57042d908eb9b3b91d,2912732304,Skidnerfado,28,null,Hardcore Harbinger
1384,FALSE,FALSE,Thizzzy,98,Slayer,ccd8b78b751140c1c308662f3fcea1b45a373e947dc57991f8eafedf69a1e5dd,3858832218,Nyczxrich,24,null,Harbinger
1385,FALSE,FALSE,SunderLeagueStarter,91,Slayer,49b3680944a6ed2cbe753d10a21232ce01c1a7187e2033980a8df60aedd36233,2100125584,nicolasalt,24,nicolasalt,SSF Harbinger
1385,FALSE,FALSE,Spoonguard_hardbjingr,95,Berserker,a4d586ebc2ce87c49ba89a26c8fb1b8de3fabb54f9c3552c88dc227fc413037a,2912220027,Spoonguard1,21,liisam,Hardcore Harbinger
1385,FALSE,FALSE,Xel_NoTimeToDie,87,Slayer,ab44d21eeacf05154b5a791363b6512430ebe2a89276a800d8680dc089d886be,1630179139,Xelron1,37,xelr0n,SSF Harbinger HC
1385,FALSE,FALSE,Khagster,98,Pathfinder,dd0d19e95d6ea9f96b68a6ec61c37f59ad285f377a8e28d95bb657060c882fe3,3856601215,khagrim,25,null,Harbinger
1386,TRUE,FALSE,Garrexus,87,Juggernaut,00581a521d0f476f46c4e8b8f0029f390a5c95e7453621845f2d6b664ddcf039,1629340476,Garexus,24,null,SSF Harbinger HC
1386,TRUE,FALSE,DetodatedxD,95,Necromancer,4f3c4e61c0e772b7cc6edf34288bb59037aa9e56822f6fc225c247548f687295,2912089718,hellg,37,null,Hardcore Harbinger
1386,FALSE,FALSE,Bokuta,91,Necromancer,4f46535dd5ffad6f9ea20ceaffbedb94c45c256ca067fbded6c58388d931d2fe,2100080203,ElectricGeneral,24,null,SSF Harbinger
1386,FALSE,FALSE,xX_DeNNii_Xx,98,Pathfinder,a1dbd9e662d73c188bad7d43ce6c7f1da3069117f81cb7659376d8f272863b65,3855369102,Paro,27,i_am_dennii,Harbinger
1387,FALSE,TRUE,PoderosoBilau,98,Berserker,1177e51fe22e5fe14d6c964a8cc7fe6ccacd599d88a85e5f97a6e60a698c1f3c,3849734157,bzoppas,40,null,Harbinger
1387,TRUE,FALSE,SammySunderWoman,87,Gladiator,2d3729e3b2dd0de3196e80bbd5aa6e26b87994ccc06e64e8234d49072d74993a,1628902657,Dvorakk,25,null,SSF Harbinger HC
1387,TRUE,FALSE,nerfsaboteur,95,Slayer,7cd591f1c71647fd2b1d7108d1f3ad93b8c8ae3eca8a9798f9a8327098ecbfce,2911989487,cansino,21,null,Hardcore Harbinger
1387,FALSE,FALSE,ojoNiaRua,91,Raider,eb744a8531e0dd706ac201ce4e52876996b72a9ba69283e0ce5aa0add23b27bd,2099988023,Ojo_de_Aguila,28,null,SSF Harbinger
1388,TRUE,FALSE,faWKINSHREDDEDCNT,95,Necromancer,065c4431a0b3198fa9e524e9e64f8ba8d1162ab0d56e8cbe2f5243659cfbb301,2911557723,guckFGG,36,null,Hardcore Harbinger
1388,FALSE,FALSE,kIller_XXXIII,91,Berserker,287949759d4304bef5b206bcabd92e9be2590be9feabce1c317422381d1176d3,2099883295,k1llername,36,null,SSF Harbinger
1388,FALSE,FALSE,madmatS,98,Inquisitor,734ad50e839d75b0881b145bb795aca5dd354f001c053a99a06a433dcc1edcca,3849393012,ShadowWalker07,36,null,Harbinger
1388,TRUE,FALSE,Mercenary_Hagen,87,Gladiator,ef3bac554a63c1f03d2f2d4e189b2a46766758071423cf40dbefe8a4cca74511,1628602568,Ultrino,19,null,SSF Harbinger HC
1389,FALSE,FALSE,MyMoMisaBerserker,98,Berserker,08fc33679d4bfc87749da74b3ac19f4362730bb92fd958de2106972b9d6a510a,3846663610,TheBlewit,21,null,Harbinger
1389,FALSE,FALSE,I_Have_a_Name,91,Saboteur,3ea3017cc92e46a4763150b0c990cc0505478bdd9760e13a534fc0fa8ae096c0,2099878608,Stabby883,24,null,SSF Harbinger
1389,TRUE,FALSE,RNG_Lotus,87,Juggernaut,70aa527a1513ba7f445ad7160d70ab97dceaeadb518294282c014a6e0942cb47,1628581598,AtakanSen,40,null,SSF Harbinger HC
1389,FALSE,FALSE,PetzaMakesYouBetter,95,Necromancer,d5d72acccada8522eb4136d406056113de61b0a988c5b958e83a0df82d131bb2,2911538052,petzaa,27,petzaa,Hardcore Harbinger
1390,FALSE,FALSE,GentleTrickster,95,Trickster,0ff8790ff1ae46ff0ed9346ce0d30cbfa72fe6859846eac81e0a73977a2ebb3e,2911240281,Gentle_Cat,36,gentle_cat,Hardcore Harbinger
1390,FALSE,FALSE,Fletching_doom_cake,98,Raider,33e597c69eb8b026edaf7a8294a59312fd1949c542c1eb27acd7f4cd4a5a84c7,3843643042,randompancake,39,null,Harbinger
1390,TRUE,FALSE,ChasingKittens,87,Necromancer,c4dc4c2ed330c89b8c875d35c2f1e8f2602ed40884f4a9e34f4edfcaddadbbb8,1627868467,maloel,26,null,SSF Harbinger HC
1390,FALSE,FALSE,Veripax,91,Pathfinder,f6cb811b13a4a72676b1f1a767466561c8a893589adbe6206b5072fee3a05026,2099652569,bwam,28,bramblebus,SSF Harbinger
1391,TRUE,FALSE,WitchShao,95,Occultist,02868b8b59c15c16984555de8119d82f59cd10b27c48cb934b2da2285c0af365,2910861328,nmpp,34,shaoshinn,Hardcore Harbinger
1391,FALSE,FALSE,SeppoPewpew,98,Raider,0d9536a65981ff453cfa29d4e379739e133cc9909351abbe1fc6c269ba6e79b3,3841615449,theoneandonlyseppo,35,null,Harbinger
1391,FALSE,FALSE,Toul_Harb_Raider,91,Raider,374b7afc8dc771bbc226856ea5934d0e7d5e54c625f02aca56efb73605372e3e,2099621836,ToulBirger,30,null,SSF Harbinger
1391,TRUE,FALSE,BARONvonTICKLEDICK,87,Inquisitor,e25c234915f04455ea6012065b08d4efab1f24dc92f951feb0a74dfb84a9c6a7,1627588789,TheBunk,13,null,SSF Harbinger HC
1392,TRUE,FALSE,Syle_ST,95,Raider,aab614d29d7caa0ed1f29491e4a1d804790ac5c7707a2f803999d73981dedd7a,2910772207,syle187,37,blarghtown,Hardcore Harbinger
1392,TRUE,FALSE,Esgramor,87,Necromancer,dace58f4a84b8dbdb005e58ea0c3ad904dbdd2460af651d4e3414afcba5cd38e,1626773179,Jabbawookee,22,null,SSF Harbinger HC
1392,FALSE,FALSE,Wander_SSFbtw,91,Pathfinder,e1af1c8761d4282c9e856c484d35eeb16f6a3a1800758937108cd3988ba60857,2099485722,Quasar973,27,null,SSF Harbinger
1392,FALSE,FALSE,BUTTKITCHIN,98,Ascendant,ef8bdeb5f06f0214f7d8eb28a6e00a9fa07a7b8ebce8ea0ed0937addedf0d8c1,3839574460,schwah,34,null,Harbinger
1393,TRUE,FALSE,LillaEld,95,Ascendant,12afe131c9f0ca7aa0c7cccc6008f2e6f4b41262062a7458f276ae8b4415c617,2910558176,Ouuzling,27,null,Hardcore Harbinger
1393,FALSE,FALSE,JamesDonkey,91,Berserker,65af5f089103049f434bc2bba65cff3fae249a0fc5103f29ff6ee2422050f7fb,2099284549,LobotomyMan,22,null,SSF Harbinger
1393,FALSE,FALSE,invitedyoutoparty,98,Pathfinder,6cbee8cb4436e869326740e309086828d84ca31199b063b9d892da0cfb7ba5de,3839298087,Contraxlol420,37,contraxlol,Harbinger
1393,TRUE,FALSE,CorundLeagueDead,87,Saboteur,6f5d47f51733f83a170fcdc5918e50bc36b618df5a726c10c645c4f5a1af7cdb,1625734139,TrueCorund,40,corund,SSF Harbinger HC
1394,FALSE,FALSE,HCH_PatattenSchieter,95,Slayer,6adfddf0cf37ff21c703a7303f3d1bd8f54d7c949d8d9c15f81bad709ee5b011,2910061817,Kazan00z,24,null,Hardcore Harbinger
1394,FALSE,FALSE,Lissa_Irae,91,Necromancer,8aabfb29c959922872ad14a8324b40066dc09549ef05766363b56d9dae38c648,2099234913,DrYimina,23,dryimina,SSF Harbinger
1394,FALSE,FALSE,Pathfinder,98,Pathfinder,a208b459371a559b13815dcd0a6df1f121a1edd5673886e0cd688f911fb6144b,3838809173,invent,40,fatedh,Harbinger
1394,TRUE,FALSE,JuggWheresMyDPS,87,Juggernaut,ba6906c7a184f2650f1b142c270cc9e217d7ca6c9650edc6b45915ebd0eb4030,1625609171,Crikyy,25,null,SSF Harbinger HC
1395,FALSE,FALSE,TheRhoasDieYoung,91,Raider,160f4ce90645ef99ddff01ad580720443014ff8a6180fb75e1115a6ac1c97c78,2099232383,xGeronimo87x,28,null,SSF Harbinger
1395,FALSE,FALSE,MrCrazyFlash,98,Slayer,4cbf666be40a240d6645daf089951c985eb63b20211c9f4b22c1c10796403a49,3835857506,efgencik,40,null,Harbinger
1395,TRUE,FALSE,SRS_Hanisa_SSFHC,87,Necromancer,4f727a08eb71f3668715e7089288cc49fa4aec420417915e6e1c50d6dd57e79d,1625413796,haerae,36,haerae,SSF Harbinger HC
1395,FALSE,FALSE,NuclearRacecourseCasual,95,Pathfinder,881223148eed87bd1c821611c37b035457cd85dd95c29cfe9bb7437a38b3d870,2909847230,Nucl3ar_,40,nucl3arhc,Hardcore Harbinger
1396,FALSE,FALSE,GreenHerp,98,Berserker,0548f2eff6f20e1255dc8850604b929696799631a7715ef36b40a582ef09bc6b,3835529808,EW_Iwanttobelieve,34,null,Harbinger
1396,TRUE,FALSE,A_F_Ekunder,95,Slayer,12fdf4f070c3ece4d3cc63e61f6b258aebe6afbbd0493c712b549ae718dbb3d3,2909819483,pipocz,36,pipocz,Hardcore Harbinger
1396,FALSE,FALSE,wbRaych,91,Gladiator,6fb3fdcd86326204df70762ea998476c597cce776c1057f0aafc0f645fa14ffe,2099175047,waffelbro,23,null,SSF Harbinger
1396,TRUE,FALSE,Edenquest,87,Slayer,979770cc055a30a279149d7df8c825c6e590f7ca59e10fe6afa55df2dbbf233e,1625405516,edenquest,13,null,SSF Harbinger HC
1397,FALSE,FALSE,Sorendar,91,Gladiator,5280ab0c59d9dc7c0a7ac1059e7e1d78378c8d2ffd0bab63d81f7b0ed385f54f,2099121394,SanSul,23,null,SSF Harbinger
1397,TRUE,FALSE,storchenmann,87,Gladiator,6550850f00c47c8b1142f48741c0c9a8a1ecd0c076225d1709d175631adc3aae,1625093226,Bambusch,26,null,SSF Harbinger HC
1397,FALSE,FALSE,Skratlus,95,Necromancer,ac20d56bacb6e735f616bf69c51830f731ac0bb5958f2b094b1d2b8c0c103ba2,2909756875,holzta,28,null,Hardcore Harbinger
1397,FALSE,FALSE,Cumshot,98,Berserker,c9543fc4aebe84e15e05aa37b26c6bad9b57c980930b8ca61c6d73da41a2e998,3834901461,oghn0,30,null,Harbinger
1398,FALSE,FALSE,Flunibo,95,Inquisitor,486cccd1c0aed61a61b9e0d2e1350195fab391a0a68aa3d5ef6b3c6131c84644,2909723832,Lavenial,25,null,Hardcore Harbinger
1398,FALSE,FALSE,WARR_Jaha,91,Gladiator,58059228f851be6101d3379e670b30e6126616755443d48ec6e5592e7847dbee,2099088172,Mathias_Furr,27,null,SSF Harbinger
1398,FALSE,TRUE,๛๑bOrbEnz๑๛,98,Slayer,7e72281a1d05f4cf23fb74d34d317c7dda4b47f5df72b3d3cb2883a31e345be0,3834003203,benziiz_chiangmai2017,40,null,Harbinger
1398,FALSE,FALSE,RevisitingThePast,87,Slayer,b675210e0eeaa747bb06582f4163a0c2d9322e6ed41eac810a3cb8d48a45964e,1624271984,Steamr0ller,28,null,SSF Harbinger HC
1399,FALSE,FALSE,Frotisserie,98,Guardian,0b8bd35e5a308d0fdd96ae9ecaa1005db2c9dfca1ff2ae1c29d0f1b35cfdd6ff,3833662991,Froanyddd,27,null,Harbinger
